scenario_id,event_class,config,model,correct_diag,construction_correct,has_switching,identified_element,true_targets,turns,n_tool_calls,tools_used,executed,raw
IEEE14_SCN_001796,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.98, ""reason"": ""Power flow and grid queries confirm that all lines and generators remain in service with no switching or demand changes, but a voltage violation exceeding 1.05 pu (v_max_pu = 1.06) is present, which uniquely defines an E7 Overvoltage event.""}"
IEEE14_SCN_002234,E7,closed_loop,gemini-3.5-flash-lite,True,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""The post-event state shows an overvoltage violation with bus_1 voltage at 1.06 pu, exceeding the 1.05 limit.""}"
IEEE14_SCN_000405,E1,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""The post-event state shows an overvoltage with maximum voltage at bus 1 reaching 1.06 pu, which exceeds the 1.05 pu threshold.""}"
IEEE14_SCN_000679,E2,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 1.0, ""reason"": ""Power flow converged with maximum voltage reaching 1.06 pu at bus 1, exceeding the 1.05 pu overvoltage threshold.""}"
IEEE14_SCN_000392,E1,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.98, ""reason"": ""Power flow and grid queries confirm maximum voltage is 1.06 pu (> 1.05 pu), classifying this as an E7 Overvoltage event with no line or generator outages.""}"
IEEE14_SCN_001686,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""The post-event state shows an overvoltage condition with a maximum bus voltage of 1.06 pu (exceeding 1.05 pu), classifying the event as E7 Overvoltage.""}"
IEEE14_SCN_001664,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus 1 voltage exceeds 1.05 pu (v_max_pu = 1.06), indicating an overvoltage condition (E7).""}"
IEEE14_SCN_000967,E3,closed_loop,gemini-3.5-flash-lite,True,True,True,line_13_14,line_13_14,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_13_14"", ""confidence"": 1.0, ""reason"": ""Transmission line line_13_14 is out of service while demand and generation remain unchanged.""}"
IEEE14_SCN_001353,E4,closed_loop,gemini-3.5-flash-lite,False,False,True,none,gen_g8,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Post-event power flow confirms maximum voltage reaches 1.060 pu, exceeding the 1.05 threshold and classifying the event as an overvoltage (E7).""}"
IEEE14_SCN_002566,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,line_1_2,line_1_2,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_1_2"", ""confidence"": 1.0, ""reason"": ""Branch line_1_2 is explicitly OUT_OF_SERVICE in the network telemetry, defining a transmission-line outage.""}"
IEEE14_SCN_002390,E7,closed_loop,gemini-3.5-flash-lite,True,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus voltages show an overvoltage condition with bus 1 reaching 1.06 pu (>1.05 pu), satisfying the E7 Overvoltage classification rules.""}"
IEEE14_SCN_000822,E2,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus voltages show an overvoltage condition with bus_1 reaching 1.06 pu (V>1.05), classifying the event as E7 Overvoltage.""}"
IEEE14_SCN_000948,E3,closed_loop,gemini-3.5-flash-lite,True,True,True,line_2_4,line_2_4,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_2_4"", ""confidence"": 1.0, ""reason"": ""Telemetry shows branch line_2_4 is OUT_OF_SERVICE with all demand and generation otherwise intact, which classifies as a transmission-line outage (E3).""}"
IEEE14_SCN_002994,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,gen_g6,gen_g6,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G6"", ""confidence"": 1.0, ""reason"": ""Generator gen_G6 is explicitly marked as OFFLINE in the network telemetry, indicating a generator outage (E4).""}"
IEEE14_SCN_001467,E4,closed_loop,gemini-3.5-flash-lite,True,True,True,gen_g3,gen_g3,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G3"", ""confidence"": 1.0, ""reason"": ""Generator gen_G3 is OFFLINE in the element telemetry, confirming a generator outage event (E4).""}"
IEEE14_SCN_002925,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,line_9_14,line_9_14,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_9_14"", ""confidence"": 1.0, ""reason"": ""Branch line_9_14 is explicitly listed as OUT_OF_SERVICE in the telemetry.""}"
IEEE14_SCN_001736,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus voltages show an overvoltage condition with v_max_pu at 1.06 (greater than 1.05), classifying the event as E7 Overvoltage.""}"
IEEE14_SCN_002988,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,line_6_13,line_6_13,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_6_13"", ""confidence"": 1.0, ""reason"": ""Branch line_6_13 is out of service in the telemetry, and power flow confirms steady-state operation without load changes or generator outages.""}"
IEEE14_SCN_002050,E3,closed_loop,gemini-3.5-flash-lite,False,False,True,none,line_6_13,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Post-event power flow shows maximum voltage at 1.060 pu, which exceeds the 1.05 limit, classifying this as an Overvoltage (E7) event.""}"
IEEE14_SCN_001858,E4,closed_loop,gemini-3.5-flash-lite,True,True,True,gen_g6,gen_g6,4,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G6"", ""confidence"": 1.0, ""reason"": ""Generator gen_G6 is explicitly offline in the telemetry.""}"
IEEE14_SCN_000928,E3,closed_loop,gemini-3.5-flash-lite,False,False,True,none,line_6_12,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Power flow and grid query results confirm that the maximum voltage reaches 1.06 pu, which triggers the E7 Overvoltage classification (V > 1.05).""}"
IEEE14_SCN_001925,E3,closed_loop,gemini-3.5-flash-lite,False,False,True,none,line_13_14,4,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.98, ""reason"": ""Bus 1 voltage exceeds 1.05 pu (specifically at 1.06 pu), indicating an overvoltage event (E7).""}"
IEEE14_SCN_001720,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus 1 voltage exceeds 1.05 pu (v_max_pu = 1.06), indicating an overvoltage condition (E7) with no lines or generators out of service.""}"
IEEE14_SCN_001954,E4,closed_loop,gemini-3.5-flash-lite,True,True,True,gen_g6,gen_g6,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G6"", ""confidence"": 1.0, ""reason"": ""Generator gen_G6 is OFFLINE in the telemetry and power flow successfully converged, confirming a generator outage event.""}"
IEEE14_SCN_001744,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus voltages show an overvoltage condition with bus_1 reaching 1.06 pu (>1.05 pu), fitting the E7 Overvoltage class rules.""}"
IEEE14_SCN_002041,E3,closed_loop,gemini-3.5-flash-lite,True,True,True,line_6_13,line_6_13,4,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_6_13"", ""confidence"": 1.0, ""reason"": ""Telemetry shows branch line_6_13 is OUT_OF_SERVICE while all generators remain in service and no demand changes occurred.""}"
IEEE14_SCN_002494,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,line_1_2,line_1_2,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_1_2"", ""confidence"": 1.0, ""reason"": ""Branch line_1_2 is out of service while all generators remain in service and no demand change or overvoltage violations occurred.""}"
IEEE14_SCN_002843,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,gen_g6,gen_g6,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G6"", ""confidence"": 1.0, ""reason"": ""Generator gen_G6 is explicitly offline in the telemetry while demand remains unchanged, identifying a generator outage.""}"
IEEE14_SCN_002683,E9,closed_loop,gemini-3.5-flash-lite,False,True,True,line_1_2,line_1_2,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_1_2"", ""confidence"": 1.0, ""reason"": ""Transmission line line_1_2 is out of service in the telemetry, which classifies this as a transmission-line outage (E3).""}"
IEEE14_SCN_002035,E3,closed_loop,gemini-3.5-flash-lite,True,True,True,line_6_13,line_6_13,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E3"", ""identified_element"": ""line_6_13"", ""confidence"": 1.0, ""reason"": ""Telemetry shows line_6_13 is OUT_OF_SERVICE with no demand changes or generator outages.""}"
IEEE14_SCN_002979,E9,closed_loop,gemini-3.5-flash-lite,False,False,True,none,line_2_4,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.98, ""reason"": ""Power flow results and grid telemetry confirm an overvoltage condition with max voltage at 1.06 pu, exceeding 1.05 pu.""}"
IEEE14_SCN_001614,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,4,3,"{""grid_query"": 2, ""run_power_flow"": 1}",3,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Post-event telemetry shows a voltage violation with v_max_pu at 1.06, exceeding the 1.05 threshold, corresponding to an overvoltage event (E7).""}"
IEEE14_SCN_001379,E4,closed_loop,gemini-3.5-flash-lite,True,True,True,gen_g6,gen_g6,4,2,"{""grid_query"": 1, ""run_power_flow"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""identified_element"": ""gen_G6"", ""confidence"": 1.0, ""reason"": ""Generator gen_G6 is explicitly offline in the telemetry.""}"
IEEE14_SCN_001608,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,4,3,"{""run_power_flow"": 1, ""grid_query"": 2}",3,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 1.0, ""reason"": ""Bus voltage at bus_1 reaches 1.06 pu, which strictly exceeds the 1.05 pu threshold for an overvoltage event.""}"
IEEE14_SCN_002263,E7,closed_loop,gemini-3.5-flash-lite,True,True,False,none,,3,2,"{""grid_query"": 2}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""The post-event state shows an overvoltage with bus_1 voltage at 1.06 pu (exceeding the 1.05 limit), satisfying the E7 Overvoltage condition.""}"
IEEE14_SCN_001638,E5,closed_loop,gemini-3.5-flash-lite,False,True,False,none,,3,2,"{""run_power_flow"": 1, ""grid_query"": 1}",2,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""identified_element"": ""none"", ""confidence"": 0.95, ""reason"": ""Bus 1 voltage exceeds 1.05 pu (v_max_pu is 1.06), classifying the event as an overvoltage.""}"
