scenario_id,event_class,config,model,correct_diag,turns,n_tool_calls,n_calls_valid,n_calls_exec,pred,tools_used,final_reason,raw
IEEE14_SCN_002129,E7,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E7,"{""grid_query"": 1}","The telemetry and grid query confirm an overvoltage condition with V_max at 1.06 pu, which exceeds the 1.05 threshold defining E7 Overvoltage.","{""action"": ""final_answer"", ""event_class"": ""E7"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry and grid query confirm an overvoltage condition with V_max at 1.06 pu, which exceeds the 1.05 threshold defining E7 Overvoltage.""}"
IEEE14_SCN_001796,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","The telemetry shows a renewable element (sgen_PV14) changed output without any switching or demand changes, indicating a renewable ramp event.","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry shows a renewable element (sgen_PV14) changed output without any switching or demand changes, indicating a renewable ramp event.""}"
IEEE14_SCN_002234,E7,closed_loop,gemini-3.5-flash-lite,False,2,1,1,1,E4,"{""grid_query"": 1}","Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are OFFLINE without any switching or demand changes, classifying this as multiple generator outages.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are OFFLINE without any switching or demand changes, classifying this as multiple generator outages.""}"
IEEE14_SCN_000405,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""grid_query"": 1}","Observed telemetry shows demand increases at multiple load buses with no switching or generator outages, corresponding to a load surge.","{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows demand increases at multiple load buses with no switching or generator outages, corresponding to a load surge.""}"
IEEE14_SCN_000679,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""grid_query"": 1}",Observed telemetry shows a negative delta load (-1.67 MW) at load_bus_5 with no branch or generator switching.,"{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows a negative delta load (-1.67 MW) at load_bus_5 with no branch or generator switching.""}"
IEEE14_SCN_000392,E1,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E1,"{""grid_query"": 1}",Telemetry and query confirm an increase in demand at load_bus_11 with no switching or renewable changes.,"{""action"": ""final_answer"", ""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Telemetry and query confirm an increase in demand at load_bus_11 with no switching or renewable changes.""}"
IEEE14_SCN_001686,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","The telemetry shows a change in renewable element sgen_PV14 with no switching events and unchanged demand, corresponding to a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry shows a change in renewable element sgen_PV14 with no switching events and unchanged demand, corresponding to a renewable ramp (E5).""}"
IEEE14_SCN_001664,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}",Telemetry and query confirm that only a renewable element (sgen_WIND6) changed output without any switching or demand changes.,"{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Telemetry and query confirm that only a renewable element (sgen_WIND6) changed output without any switching or demand changes.""}"
IEEE14_SCN_000967,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","Observed telemetry indicates a transmission line outage (line_13_14 OPEN) with no demand or renewable changes, classifying the event as E3 Transmission-Line Outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry indicates a transmission line outage (line_13_14 OPEN) with no demand or renewable changes, classifying the event as E3 Transmission-Line Outage.""}"
IEEE14_SCN_001353,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","Observed telemetry clearly states that generator gen_G8 is offline with no branch switching or demand changes, indicating a Generator Outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry clearly states that generator gen_G8 is offline with no branch switching or demand changes, indicating a Generator Outage.""}"
IEEE14_SCN_002566,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","The scenario exhibits both a transmission line outage (branch line_1_2 is open) and active demand changes across multiple loads, fitting the E9 Compound event classification.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission line outage (branch line_1_2 is open) and active demand changes across multiple loads, fitting the E9 Compound event classification.""}"
IEEE14_SCN_002390,E7,closed_loop,gemini-3.5-flash-lite,False,2,1,1,1,E4,"{""grid_query"": 1}","Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are offline with no branch switching or demand changes.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Multiple generators (gen_G2, gen_G3, gen_G6, gen_G8) are offline with no branch switching or demand changes.""}"
IEEE14_SCN_000822,E2,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E2,"{""run_power_flow"": 1}",Observed telemetry shows a negative delta load (-0.86 MW) at load_bus_10 without any switching events or generator outages.,"{""action"": ""final_answer"", ""event_class"": ""E2"", ""confidence"": 0.99, ""tool"": ""run_power_flow"", ""reason"": ""Observed telemetry shows a negative delta load (-0.86 MW) at load_bus_10 without any switching events or generator outages.""}"
IEEE14_SCN_002781,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Compound event with generator outage (gen_G2) and renewable changes (sgen_PV14, sgen_WIND6).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.95, ""tool"": ""grid_query"", ""reason"": ""Compound event with generator outage (gen_G2) and renewable changes (sgen_PV14, sgen_WIND6).""}"
IEEE14_SCN_000948,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observation shows a transmission line outage (line_2_4) with no demand or generator changes, classifying it as E3 Transmission-Line Outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observation shows a transmission line outage (line_2_4) with no demand or generator changes, classifying it as E3 Transmission-Line Outage.""}"
IEEE14_SCN_002994,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","The scenario exhibits both a generator outage (gen_G6) and changes in renewable generation (sgen_PV14, sgen_WIND6), fulfilling the criteria for a compound event (E9).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.95, ""tool"": ""grid_query"", ""reason"": ""The scenario exhibits both a generator outage (gen_G6) and changes in renewable generation (sgen_PV14, sgen_WIND6), fulfilling the criteria for a compound event (E9).""}"
IEEE14_SCN_001918,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observation shows a single transmission line outage (line_6_13) with no demand or generator changes, classifying the event as E3 Transmission-Line Outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observation shows a single transmission line outage (line_6_13) with no demand or generator changes, classifying the event as E3 Transmission-Line Outage.""}"
IEEE14_SCN_001467,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""run_power_flow"": 1}",Telemetry explicitly indicates that generator gen_G3 is offline while no branches were opened and demand remained unchanged.,"{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry explicitly indicates that generator gen_G3 is offline while no branches were opened and demand remained unchanged.""}"
IEEE14_SCN_002925,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","The observed evidence confirms both a transmission line outage (line_9_14) and a simultaneous demand increase across multiple load buses (+39.02 MW delta load), classifying the event as E9 Compound.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed evidence confirms both a transmission line outage (line_9_14) and a simultaneous demand increase across multiple load buses (+39.02 MW delta load), classifying the event as E9 Compound.""}"
IEEE14_SCN_001736,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Observed telemetry shows a change in renewable element sgen_WIND6 with no switching or demand changes, consistent with a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows a change in renewable element sgen_WIND6 with no switching or demand changes, consistent with a renewable ramp (E5).""}"
IEEE14_SCN_002988,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}",The scenario exhibits both a transmission-line outage (line_6_13) and a widespread simultaneous load surge across multiple buses.,"{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.99, ""tool"": ""run_power_flow"", ""reason"": ""The scenario exhibits both a transmission-line outage (line_6_13) and a widespread simultaneous load surge across multiple buses.""}"
IEEE14_SCN_002050,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""run_power_flow"": 1}","Telemetry confirms line_6_13 is open with no change in demand, generators, or renewables, perfectly matching a Transmission-Line Outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry confirms line_6_13 is open with no change in demand, generators, or renewables, perfectly matching a Transmission-Line Outage (E3).""}"
IEEE14_SCN_001858,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""run_power_flow"": 1}","Generator G6 is offline with no branch outages or demand changes, indicating a generator outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Generator G6 is offline with no branch outages or demand changes, indicating a generator outage.""}"
IEEE14_SCN_001535,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}",The telemetry and grid query indicate that a renewable element (sgen_PV14) changed output without any branch switching or demand changes.,"{""action"": ""final_answer"", ""event_class"": ""E5 Renewable Ramp"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry and grid query indicate that a renewable element (sgen_PV14) changed output without any branch switching or demand changes.""}"
IEEE14_SCN_000928,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","Transmission line line_6_12 is open with no change in demand or renewable generation, corresponding to a transmission-line outage.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Transmission line line_6_12 is open with no change in demand or renewable generation, corresponding to a transmission-line outage.""}"
IEEE14_SCN_001925,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""run_power_flow"": 1}","Telemetry explicitly shows branch line_13_14 is open while demand and generation remain unchanged, which fits the definition of a transmission-line outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Telemetry explicitly shows branch line_13_14 is open while demand and generation remain unchanged, which fits the definition of a transmission-line outage (E3).""}"
IEEE14_SCN_001720,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}",Observed telemetries confirm that renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching events or demand changes.,"{""action"": ""final_answer"", ""event_class"": ""E5 Renewable Ramp"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetries confirm that renewable elements sgen_PV14 and sgen_WIND6 changed output with no switching events or demand changes.""}"
IEEE14_SCN_001954,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","Telemetry explicitly reports generator gen_G6 is OFFLINE with no branch switching or load/renewable changes, which corresponds exactly to an E4 Generator Outage.","{""action"": ""final_answer"", ""event_class"": ""E4 Generator Outage"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Telemetry explicitly reports generator gen_G6 is OFFLINE with no branch switching or load/renewable changes, which corresponds exactly to an E4 Generator Outage.""}"
IEEE14_SCN_001744,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","The telemetry and grid query indicate that a renewable element (sgen_PV14) changed output without any switching or demand changes, corresponding to a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry and grid query indicate that a renewable element (sgen_PV14) changed output without any switching or demand changes, corresponding to a renewable ramp (E5).""}"
IEEE14_SCN_002041,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","The observed telemetry confirms that transmission line line_6_13 is open with no change in demand or generation, which corresponds precisely to a transmission-line outage (E3).","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed telemetry confirms that transmission line line_6_13 is open with no change in demand or generation, which corresponds precisely to a transmission-line outage (E3).""}"
IEEE14_SCN_002494,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","The scenario exhibits both a transmission line outage (switching of line_1_2) and a significant simultaneous demand increase (+55.38 MW across multiple loads), classifying it as E9 Compound.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The scenario exhibits both a transmission line outage (switching of line_1_2) and a significant simultaneous demand increase (+55.38 MW across multiple loads), classifying it as E9 Compound.""}"
IEEE14_SCN_002843,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Compound event E9 diagnosed due to concurrent generator outage (gen_G6) and renewable output changes (sgen_PV14, sgen_WIND6).","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 0.95, ""tool"": ""grid_query"", ""reason"": ""Compound event E9 diagnosed due to concurrent generator outage (gen_G6) and renewable output changes (sgen_PV14, sgen_WIND6).""}"
IEEE14_SCN_002683,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""run_power_flow"": 1}","Observed evidence indicates both a branch outage (line_1_2) and multiple load changes occurring simultaneously, classifying it as E9 Compound.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""Observed evidence indicates both a branch outage (line_1_2) and multiple load changes occurring simultaneously, classifying it as E9 Compound.""}"
IEEE14_SCN_002035,E3,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E3,"{""grid_query"": 1}","Transmission line line_6_13 is OPEN without any demand change or generator outage, matching the E3 Transmission-Line Outage classification.","{""action"": ""final_answer"", ""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Transmission line line_6_13 is OPEN without any demand change or generator outage, matching the E3 Transmission-Line Outage classification.""}"
IEEE14_SCN_002979,E9,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E9,"{""grid_query"": 1}","Observed both a transmission-line outage (line_2_4) and an increase in demand across multiple loads (+41.61 MW total delta load), classifying the event as E9 Compound.","{""action"": ""final_answer"", ""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed both a transmission-line outage (line_2_4) and an increase in demand across multiple loads (+41.61 MW total delta load), classifying the event as E9 Compound.""}"
IEEE14_SCN_001614,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","The telemetry indicates that a renewable element (sgen_PV14) changed output without any switching actions or demand changes, classifying the event as a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The telemetry indicates that a renewable element (sgen_PV14) changed output without any switching actions or demand changes, classifying the event as a renewable ramp (E5).""}"
IEEE14_SCN_001379,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","The observed evidence explicitly states generator gen_G6 is OFFLINE with no branch switching and no demand changes, which directly corresponds to a Generator Outage (E4).","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed evidence explicitly states generator gen_G6 is OFFLINE with no branch switching and no demand changes, which directly corresponds to a Generator Outage (E4).""}"
IEEE14_SCN_001608,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Observed telemetry shows a change in renewable element sgen_PV14 with no switching events or demand changes, corresponding to a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows a change in renewable element sgen_PV14 with no switching events or demand changes, corresponding to a renewable ramp (E5).""}"
IEEE14_SCN_002263,E7,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E7,"{""run_power_flow"": 1}",The post-event state exhibits an overvoltage violation with maximum voltage at 1.08 pu (V > 1.05) and no switching or demand changes.,"{""action"": ""final_answer"", ""event_class"": ""E7"", ""confidence"": 1.0, ""tool"": ""run_power_flow"", ""reason"": ""The post-event state exhibits an overvoltage violation with maximum voltage at 1.08 pu (V > 1.05) and no switching or demand changes.""}"
IEEE14_SCN_001638,E5,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E5,"{""grid_query"": 1}","Observed telemetry shows a change in renewable generation (sgen_PV14) with no switching events and no demand changes, consistent with a renewable ramp (E5).","{""action"": ""final_answer"", ""event_class"": ""E5"", ""confidence"": 0.99, ""tool"": ""grid_query"", ""reason"": ""Observed telemetry shows a change in renewable generation (sgen_PV14) with no switching events and no demand changes, consistent with a renewable ramp (E5).""}"
IEEE14_SCN_001428,E4,closed_loop,gemini-3.5-flash-lite,True,2,1,1,1,E4,"{""grid_query"": 1}","The observed telemetry and queries explicitly show generator gen_G2 is OFFLINE without any demand changes or branch switching, clearly indicating a Generator Outage.","{""action"": ""final_answer"", ""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The observed telemetry and queries explicitly show generator gen_G2 is OFFLINE without any demand changes or branch switching, clearly indicating a Generator Outage.""}"
