scenario_id,event_class,config,model,correct_diag,correct_tool,grounded,halluc,recommendation,latency,confidence,is_correct,raw,cause,outcome,equipment,severity,rec_tools,pred_cause,pred_tool,cause_ok,outcome_consistent,tool_consistent,parse_mode
IEEE14_SCN_002035,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.8894639015197754,1.0,True,"```json
{""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage of line_6_13.""}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_002982,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1083145141601562,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The scenario description explicitly defines a compound event consisting of a transmission line outage and a demand increase across multiple load buses.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,power_flow,True,True,True,
IEEE14_SCN_002055,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.026801586151123,1.0,True,"```json
{""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage of line_6_13, which corresponds to class E3.""}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_001408,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.057868480682373,1.0,True,"```json
{""event_class"":""E4"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism explicitly specifies a single generator outage of gen_G6, corresponding directly to event class E4.""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,
IEEE14_SCN_001614,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.126811981201172,0.99,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 0.99,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism is a small up-ramp of availability at solar resource sgen_PV14, which corresponds directly to a renewable ramp event.""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_001945,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0921165943145752,1.0,True,"```json
{""event_class"":""E3"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism explicitly states a single transmission line outage of line_6_13, which corresponds to class E3.""}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_002263,E7,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1294126510620115,1.0,True,"```json
{""event_class"":""E7"",""confidence"":1.0,""tool"":""grid_query"",""reason"":""Excitation setpoints raised across multiple generators resulting in a post-event bus overvoltage with voltages reaching up to 1.0800 pu (V > 1.05).""}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,
IEEE14_SCN_001379,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0101633071899414,1.0,True,"```json
{""event_class"":""E4"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism explicitly states an outage of generator G6.""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,
IEEE14_SCN_001155,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1439332962036133,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage of line_2_5, which corresponds to class E3.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,
IEEE14_SCN_002994,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.170412540435791,1.0,True,"```json
{""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected description explicitly specifies a compound event consisting of a generator outage and a large down-ramp of renewable availability at PV and wind plants.""}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,
IEEE14_SCN_002292,E7,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9015274047851562,1.0,True,"```json
{""event_class"":""E7"",""confidence"":1.0,""tool"":""grid_query"",""reason"":""Excitation setpoints raised across multiple generators resulting in system overvoltage with voltage reaching 1.0800 pu (>1.05 pu).""}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,
IEEE14_SCN_001918,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1536567211151123,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism explicitly specifies a single line outage of line_6_13, which corresponds to class E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,power_flow,True,True,True,
IEEE14_SCN_001027,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0823204517364502,1.0,True,"```json
{""event_class"":""E3"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism is a single transmission line outage on line_2_5, which directly corresponds to class E3.""}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,
IEEE14_SCN_002976,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0815367698669434,1.0,True,"```json
{""event_class"":""E9"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The scenario description explicitly details a compound event involving a transmission line outage combined with a load surge across multiple buses.""}
```",E9,undervoltage,branch+demand,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E9,power_flow,True,True,True,
IEEE14_SCN_000382,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0598561763763428,1.0,True,"```json
{""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""A 30 percent demand increase at load_bus_4 corresponds to a positive load surge classified as E1.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_002050,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.185136318206787,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism explicitly states an outage of transmission line 6_13, which corresponds to class E3 (Transmission-Line Outage).""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_001778,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.8506278991699219,1.0,True,"```json
{""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The injected mechanism is a renewable ramp of 10 availability points down at solar generator sgen_PV14.""}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_001347,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.071382999420166,1.0,True,"```json
{""event_class"":""E4"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The scenario explicitly specifies the outage of a single generator (gen_G8), which directly corresponds to class E4.""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,
IEEE14_SCN_002877,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0129270553588867,1.0,True,"```json
{""event_class"":""E9"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The scenario explicitly injects a compound event consisting of a transmission line outage and a 20% demand increase across multiple load components.""}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,power_flow,True,True,True,
IEEE14_SCN_001956,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9704077243804932,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism is explicitly a single transmission line outage of line_6_13, which falls under class E3.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_001046,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9552879333496094,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage on line_6_13.""
}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,
IEEE14_SCN_000841,E2,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1230721473693848,1.0,True,"```json
{""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The injected event is a 10% demand decrease at load_bus_13, which corresponds to a negative load surge (Load Drop).""}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,power_flow,True,True,False,
IEEE14_SCN_002843,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.983076810836792,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The event description explicitly states a compound mechanism consisting of the outage of gen_G6 and a large down-ramp at renewable sources sgen_PV14 and sgen_WIND6.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,
IEEE14_SCN_000730,E2,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.128063678741455,1.0,True,"```json
{""event_class"": ""E2"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The injected event is a 10% demand decrease at load_bus_10, which corresponds to a load drop (E2).""}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,power_flow,True,True,False,
IEEE14_SCN_001796,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.150331735610962,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism is a large up-ramp of 60 availability points at renewable resource sgen_PV14, which directly classifies as a renewable ramp (E5).""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_001122,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.082190752029419,1.0,True,"```json
{""event_class"":""E3"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism explicitly states a single line outage of line_9_10, which corresponds to class E3.""}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,
IEEE14_SCN_002683,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.122183322906494,1.0,True,"```json
{""event_class"": ""E9"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The scenario description explicitly details a compound event involving both a transmission line outage and a load surge.""}
```",E9,undervoltage+overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,grid_query,True,False,False,
IEEE14_SCN_001608,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1100339889526367,1.0,True,"```json
{""event_class"":""E5"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""Injected event is a renewable ramp at solar resource sgen_PV14, classified under E5.""}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_002129,E7,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0901496410369873,1.0,True,"```json
{""event_class"":""E7"",""confidence"":1.0,""tool"":""grid_query"",""reason"":""The post-event state shows bus voltages reaching up to 1.0800 p.u. with overvoltage violations, triggered by upward excitation setpoint shifts across multiple generators.""}
```",E7,overvoltage,none,high,power_flow;state_estimation;n1_security;grid_query_topology;grid_query_limits,E7,grid_query,True,True,False,
IEEE14_SCN_001253,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9055697917938232,1.0,True,"```json
{""event_class"":""E4"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism is a single generator outage (gen_G8), which corresponds directly to class E4.""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,
IEEE14_SCN_001736,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.899681568145752,1.0,True,"```json
{
  ""event_class"": ""E5"",
  ""confidence"": 1.0,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected mechanism explicitly describes a small down-ramp of availability points at a wind generator (renewable ramp).""
}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_001334,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.094343662261963,1.0,True,"```json
{""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected event is the outage of a single generator (gen_G3), which directly corresponds to a Generator Outage (E4).""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,contingency,True,True,True,
IEEE14_SCN_000688,E2,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.049788236618042,0.99,True,"```json
{
  ""event_class"": ""E2"",
  ""confidence"": 0.99,
  ""tool"": ""power_flow"",
  ""reason"": ""The injected event is a 10% demand decrease at load_bus_4, which corresponds to a negative load surge (Load Drop).""
}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,power_flow,True,True,False,
IEEE14_SCN_002071,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.089040994644165,1.0,True,"```json
{
  ""event_class"": ""E3"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected mechanism explicitly states a single transmission line outage of line_6_13.""
}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_001282,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9709370136260986,1.0,True,"```json
{""event_class"":""E4"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The injected mechanism explicitly states an outage of generator G2, which corresponds to class E4 (Generator Outage).""}
```",E4,none,generator,high,power_flow;contingency;n1_security;grid_query_topology,E4,power_flow,True,True,True,
IEEE14_SCN_001766,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9529807567596436,1.0,True,"```json
{""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""grid_query"", ""reason"": ""The injected event is a large down-ramp of availability at wind generator sgen_WIND6, which directly corresponds to a renewable ramp.""}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,grid_query,True,True,False,
IEEE14_SCN_001668,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.8939120769500732,1.0,True,"```json
{""event_class"": ""E5"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The injected mechanism is a renewable down-ramp at PV and wind generators, which directly maps to class E5.""}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_000556,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.980576515197754,1.0,True,"```json
{""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The scenario describes a 10% demand increase at load_bus_13, which corresponds to a positive load surge.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_001060,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.2108123302459717,1.0,True,"```json
{""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage (line_6_13), which directly corresponds to class E3.""}
```",E3,none,branch,high,power_flow;contingency;n1_security;grid_query_topology,E3,contingency,True,True,True,
IEEE14_SCN_002986,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.1188910007476809,1.0,True,"```json
{
  ""event_class"": ""E9"",
  ""confidence"": 1.0,
  ""tool"": ""contingency"",
  ""reason"": ""The injected description explicitly specifies a compound event consisting of a transmission line outage combined with a load surge.""
}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,contingency,True,True,True,
IEEE14_SCN_000521,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9384036064147948,1.0,True,"```json
{""event_class"":""E1"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The injected event specifies a 20% demand increase across load buses 9, 10, and 14, corresponding to a positive load surge.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_000636,E2,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9755029678344728,0.5,True,"```json
{""event_class"":""E2"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The scenario injects a 10% demand decrease at load_bus_4, which corresponds to a negative load surge (Load Drop).""}}
```",E2,none,demand,high,n1_security;grid_query_topology,E2,power_flow,True,True,False,
IEEE14_SCN_000073,E0,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.8573296070098877,1.0,True,"```json
{""event_class"": ""E0"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The injected description confirms no disturbance was injected and there are no limit violations.""}
```",E0,none,none,high,n1_security;grid_query_topology,E0,power_flow,True,True,False,
IEEE14_SCN_002471,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.055619478225708,1.0,True,"```json
{""event_class"":""E9"",""confidence"":1.0,""tool"":""grid_query"",""reason"":""The scenario clearly states a compound mechanism involving a transmission line outage (line_1_5) combined with a 20% demand increase across multiple load buses.""}
```",E9,overload,branch+demand,high,power_flow;state_estimation;contingency;n1_security;opf;grid_query_topology;grid_query_limits,E9,grid_query,True,True,False,
IEEE14_SCN_001595,E5,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0645461082458496,1.0,True,"```json
{""event_class"":""E5"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""Injected event description confirms a small up-ramp of availability points at wind generator sgen_WIND6.""}
```",E5,none,renewable,high,n1_security;grid_query_topology,E5,power_flow,True,True,False,
IEEE14_SCN_001803,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0823099613189695,1.0,True,"```json
{""event_class"":""E3"",""confidence"":1.0,""tool"":""contingency"",""reason"":""The injected mechanism explicitly specifies a single transmission line outage (line_6_13), which classifies as an E3 event.""}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_000370,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.065720796585083,1.0,True,"```json
{""event_class"": ""E1"", ""confidence"": 1.0, ""tool"": ""power_flow"", ""reason"": ""The scenario describes a 10% demand increase at load_bus_14, which corresponds to a positive load surge classified as E1.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_000326,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.9410617351531982,1.0,True,"```json
{""event_class"":""E1"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The scenario exhibits a 20 percent demand increase across 11 load buses, which corresponds to a positive load surge.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_000512,E1,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.8841001987457275,1.0,True,"```json
{""event_class"":""E1"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The injected mechanism specifies a 10% demand increase (positive magnitude) at load_bus_5, corresponding to a load surge.""}
```",E1,none,demand,high,n1_security;grid_query_topology,E1,power_flow,True,True,False,
IEEE14_SCN_001954,E4,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,0.951603889465332,1.0,True,"```json
{""event_class"": ""E4"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected mechanism explicitly specifies the outage of generator gen_G6, which corresponds to class E4 (Generator Outage).""}
```",E4,undervoltage,generator,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E4,contingency,True,True,True,
IEEE14_SCN_001828,E3,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.173759698867798,1.0,True,"```json
{""event_class"": ""E3"", ""confidence"": 1.0, ""tool"": ""contingency"", ""reason"": ""The injected mechanism explicitly specifies a single transmission line outage of line_6_13.""}
```",E3,undervoltage,branch,high,power_flow;state_estimation;contingency;n1_security;grid_query_topology;grid_query_limits,E3,contingency,True,True,True,
IEEE14_SCN_002781,E9,E3_LLM_Tools,API,True,True,True,"{'H-NUM': False, 'H-TOP': False, 'H-EQP': False, 'H-PHY': False, 'H-TOOL': False, 'H-ACT': False}",SUCCESS,1.0579912662506104,1.0,True,"```json
{""event_class"":""E9"",""confidence"":1.0,""tool"":""power_flow"",""reason"":""The injected description explicitly specifies a compound event involving a generator outage at gen_G2 combined with a large down-ramp of availability at sgen_PV14 and sgen_WIND6.""}
```",E9,none,branch+demand,high,power_flow;contingency;n1_security;grid_query_topology,E9,power_flow,True,True,True,
